% num_local_points | num_send_points | num_send_procs | num_recv_points | num_recv_procs 
  52052 	  108843 	   61 	   95621 	   67 
  58796 	   91053 	   20 	   88646 	   20 
  51709 	  102997 	   14 	   97159 	   19 
  71603 	   73845 	   10 	   82524 	   13 
  41448 	  118673 	   18 	  112139 	   18 
  67202 	   79577 	    8 	   80705 	   12 
  57022 	   96556 	   15 	   97939 	   16 
  81444 	   60982 	   13 	   63477 	    8 
  45984 	  111565 	   38 	  113471 	   31 
  48673 	  105210 	   22 	   98483 	   21 
  69270 	   79274 	   12 	   81836 	   14 
  58957 	   89259 	   11 	   97919 	   12 
  52645 	  104966 	   22 	   96790 	   21 
  65557 	   82680 	   13 	   80404 	   13 
  48381 	  103696 	   14 	  110414 	   15 
  68458 	   79692 	   14 	   85184 	    9 
  43275 	  114910 	   25 	  110581 	   24 
  52016 	  102840 	   16 	  104185 	   16 
  77405 	   69871 	   14 	   76288 	   12 
  46977 	  109959 	   19 	  104058 	   17 
  72784 	   72954 	   14 	   81376 	   10 
  57875 	   96509 	   23 	   96885 	   16 
  78847 	   66725 	   13 	   64734 	   11 
  74083 	   74293 	   23 	   72757 	   24 
  52434 	  118658 	   72 	  100196 	   75 
  73570 	   70387 	   13 	   71311 	   11 
  60281 	   83462 	    8 	   84704 	   11 
  63743 	   97170 	   24 	   95595 	   28 
  44231 	  109306 	   17 	   89493 	   18 
  59858 	   89982 	   12 	   95683 	   14 
  63254 	   78055 	    8 	   81323 	   10 
  62188 	   86997 	   14 	   80900 	   12 
  62061 	   92298 	   16 	  103220 	   13 
  58096 	  107137 	   46 	   91360 	   49 
  31222 	  106893 	   16 	  101254 	   14 
  10825 	  136649 	   17 	  131835 	   16 
   9048 	  131111 	   10 	  139035 	   13 
  11814 	  137988 	   16 	  135026 	   12 
   9560 	  134213 	   13 	  147293 	   18 
  40359 	  115883 	   30 	  108899 	   23 
  17131 	  132847 	   20 	  127577 	   19 
   8112 	  137340 	   11 	  143074 	   15 
   2509 	  150589 	   15 	  152975 	   13 
   1094 	  143847 	   14 	  151247 	   14 
   4867 	  138278 	   17 	  141541 	   15 
  26135 	  137278 	   48 	  118982 	   53 
  50981 	   97161 	   22 	   91520 	   11 
  40149 	  104928 	   10 	  103413 	   12 
