% tn | Cd_x | Cd_y | Cd_z
0.0625 19.818 -0.00108102 -0.0010812
0.113814 8.39882 0.00229106 0.00229229
0.16015 2.74879 0.00130868 0.00130981
0.20518 1.221 0.000500849 0.000497102
0.249847 0.785654 -0.000178426 -0.000179543
0.294607 0.786799 -0.000422952 -0.000418259
0.339608 0.817054 -0.000356557 -0.00035209
0.384794 0.8231 -0.000224658 -0.00022407
0.430171 0.797873 -1.59798e-05 -2.5388e-05
0.475786 0.786236 -0.000105429 -0.000119851
0.521559 0.758857 -4.59958e-05 -7.41774e-06
0.567512 0.746043 -0.000113307 -0.000120509
0.613675 0.735999 -0.000106846 -0.000135018
0.660064 0.702492 -1.2273e-05 -1.1893e-05
0.706648 0.705572 -8.56562e-05 -7.22385e-05
0.753394 0.693908 -2.26944e-05 -2.08145e-05
0.800298 0.692187 -7.83702e-05 -6.34465e-05
0.847341 0.680521 8.17065e-06 -5.72905e-06
0.894519 0.672732 -5.00832e-05 -3.67989e-05
0.941831 0.684973 -4.64934e-05 -5.00982e-05
0.989272 0.668699 -3.10449e-06 -1.24339e-05
1.03684 0.661128 7.93966e-07 2.15115e-06
1.08452 0.662125 -2.11279e-05 -3.41333e-05
1.13229 0.663469 -1.19417e-07 1.86519e-05
1.18016 0.656514 -1.83819e-05 -3.93343e-05
1.22812 0.666523 4.76474e-06 1.46436e-05
1.27616 0.660057 -2.46191e-05 -6.69238e-06
1.32428 0.667842 4.30118e-06 -3.09877e-06
1.37249 0.660013 -6.10337e-06 -3.91578e-05
1.42077 0.667918 -2.23407e-06 2.07079e-06
1.46914 0.654645 2.53548e-05 3.17417e-05
1.51758 0.666181 1.44349e-05 3.50075e-05
1.56609 0.649908 -1.22941e-05 8.57889e-06
1.61468 0.668059 -2.36805e-05 -1.26632e-06
1.66333 0.658568 2.17059e-05 -3.47343e-05
1.71204 0.661807 1.93345e-05 1.38176e-05
1.76079 0.66253 2.71315e-06 8.99384e-06
1.80957 0.662476 -6.56007e-06 4.04836e-06
1.85838 0.663245 5.05171e-06 -5.73698e-06
1.90723 0.665785 -5.91031e-06 2.22399e-05
1.9561 0.659702 2.12174e-05 1.05179e-05
2.00499 0.676624 1.59021e-05 -6.13848e-06
2.05391 0.666631 -2.01295e-06 6.29298e-06
2.10284 0.673903 -1.70334e-05 -5.20362e-06
2.1518 0.66717 -4.59041e-06 -7.68766e-06
2.20077 0.672868 0.000319005 0.000289047
2.24976 0.666297 0.000212932 0.000229602
2.29877 0.67633 -0.000143935 -0.000164454
2.34779 0.671507 -2.53628e-05 3.28207e-06
2.39683 0.673536 3.20232e-05 1.55737e-05
2.44589 0.671318 -1.78481e-05 -8.81634e-07
2.49502 0.674105 3.60178e-05 2.57018e-05
2.54419 0.67178 -2.93608e-06 2.66211e-05
2.59341 0.673784 1.02816e-06 -1.07176e-05
2.64265 0.67272 -3.33749e-05 -2.96805e-05
2.69192 0.674894 1.60864e-05 -1.40071e-06
2.74121 0.67282 8.65936e-05 6.45429e-05
2.79053 0.677325 3.0027e-06 2.99166e-05
2.83987 0.669506 1.35841e-05 1.41382e-05
2.88923 0.680808 2.42156e-05 1.95065e-05
2.93862 0.673366 1.54503e-05 2.79146e-05
2.98803 0.677864 -2.49398e-05 -1.60813e-05
3.03746 0.674733 -7.56484e-06 -2.8926e-05
3.08691 0.676498 2.75099e-05 2.02311e-05
3.13639 0.674262 -2.76711e-06 -8.46155e-06
3.1859 0.678103 8.03567e-06 1.63099e-05
3.23542 0.675052 -8.65699e-07 1.93113e-05
3.28498 0.677551 3.42263e-06 -2.02373e-05
3.33455 0.675352 -8.03813e-06 -1.05436e-05
3.38416 0.676533 5.16537e-06 1.57793e-05
3.43378 0.675326 -1.82205e-05 -7.63242e-05
3.48343 0.673785 3.07524e-05 8.08725e-05
3.5331 0.671154 6.60583e-05 6.62291e-05
3.5828 0.674576 -3.13096e-05 -3.14781e-05
3.63252 0.669917 -1.43574e-05 -1.15312e-05
3.68227 0.674205 -1.0188e-05 -1.21955e-05
3.73204 0.670625 5.05475e-05 5.59879e-05
3.78183 0.673882 -3.8549e-05 -5.53568e-05
3.83164 0.670358 -1.03267e-05 -8.32664e-06
3.88148 0.67271 -2.94055e-05 7.89475e-08
3.93134 0.67132 -4.88552e-05 -3.34987e-05
3.98122 0.671285 4.786e-05 1.58873e-05
4.03111 0.669252 -1.88812e-05 -5.474e-06
4.08102 0.671049 6.1531e-07 -1.42267e-05
4.13095 0.669193 -1.60955e-05 -2.90032e-05
4.1809 0.669667 -3.23028e-05 -1.01254e-05
4.23087 0.66694 5.78565e-06 6.25474e-06
4.28085 0.668423 -2.76137e-05 -2.24685e-05
4.33085 0.666265 -1.30082e-05 -3.11493e-05
4.38087 0.6665 -1.13957e-05 -1.47363e-05
4.4309 0.664829 -5.88604e-06 -9.84968e-06
4.48096 0.665282 -2.54597e-05 -1.64927e-05
4.53102 0.663454 -1.782e-05 -3.89882e-05
4.58111 0.664842 -1.13727e-05 3.41999e-05
4.63121 0.661912 -1.75814e-05 -1.28698e-05
4.68133 0.663939 -9.41254e-06 -2.21977e-05
4.73147 0.662284 -1.98302e-05 -5.20491e-05
4.78162 0.662212 -4.50398e-06 1.86897e-06
4.83179 0.66009 -1.24137e-05 1.21351e-05
4.88197 0.661645 -2.39225e-05 -3.14957e-05
4.93217 0.659459 -2.88678e-05 -2.97506e-05
4.98239 0.659934 -4.86677e-06 -2.06084e-06
5.03262 0.658063 -1.53328e-05 7.92516e-07
5.08287 0.658712 -1.25853e-05 -4.5841e-05
5.13313 0.65726 -1.4069e-05 -7.58872e-06
5.18341 0.656798 -1.47443e-05 -1.28035e-05
5.2337 0.656053 -2.51493e-05 -2.24213e-05
5.28401 0.65611 -1.91751e-05 -6.77692e-06
5.33433 0.654043 -9.77863e-07 -1.71849e-05
5.38466 0.655402 -2.87446e-05 -1.49352e-05
5.43501 0.653677 -1.85366e-05 -4.25598e-05
5.48537 0.654313 -2.25958e-05 5.9829e-06
5.53575 0.652891 -1.12047e-05 -2.29599e-05
5.58614 0.653407 -2.41779e-05 -1.75404e-05
5.63654 0.6523 -2.13684e-05 -4.64991e-05
5.68695 0.651886 -1.31509e-05 2.61092e-05
5.73738 0.650365 1.01528e-05 -2.24743e-05
5.78782 0.650898 -2.07156e-05 -3.69787e-05
5.83827 0.649292 -1.33367e-05 -2.50461e-05
5.88873 0.649233 -1.63237e-05 -3.56115e-06
5.93921 0.647402 -2.71931e-05 -1.63371e-06
5.9897 0.647623 -1.31011e-05 -1.59446e-05
6.04019 0.646089 -1.93812e-05 -3.50387e-05
6.0907 0.647143 -1.54015e-05 -1.0797e-06
6.14123 0.645617 -7.9766e-06 -1.92004e-05
6.19176 0.646065 -1.24001e-05 -2.79357e-05
6.2423 0.644716 -2.80973e-05 5.51516e-06
6.29285 0.645417 4.1151e-07 -1.61717e-05
6.34342 0.644295 -1.24438e-05 -9.56735e-06
6.39399 0.643838 -1.08938e-05 3.40704e-06
6.44457 0.642655 -2.32464e-05 -3.53673e-05
6.49517 0.642638 -1.96439e-05 -4.94794e-06
6.54577 0.641388 -8.59479e-06 -4.58672e-05
6.59639 0.641629 -8.96338e-06 9.23751e-06
6.64701 0.640126 -1.9468e-05 -8.62439e-06
6.69764 0.640567 -6.1043e-06 -3.00183e-05
6.74828 0.639856 -3.75672e-05 -4.44659e-06
6.79893 0.639487 -7.87279e-07 -9.1709e-06
6.84959 0.638583 -2.29698e-05 -1.25741e-05
6.90026 0.638468 -4.66456e-06 -3.40039e-05
6.95094 0.637744 -2.57271e-05 -1.80505e-05
7.00163 0.637411 9.79644e-06 -4.44797e-06
7.05233 0.636235 -1.99591e-05 8.75094e-06
7.10303 0.636838 -1.83579e-05 -4.07779e-05
7.15374 0.636327 -3.76974e-05 -9.91146e-06
7.20447 0.635631 1.52732e-05 -2.93657e-06
7.2552 0.634011 -2.64084e-05 -1.59105e-05
7.30593 0.634874 6.87783e-06 -1.01571e-05
7.35668 0.633315 -5.04181e-06 -2.95801e-05
7.40744 0.633985 -2.80184e-05 1.49652e-05
7.4582 0.632509 -5.61232e-05 -4.78532e-05
7.50897 0.632929 -0.000175314 -0.000196842
7.55975 0.631949 -4.59568e-05 -3.47496e-05
7.61054 0.63197 0.000162926 0.000149108
7.66136 0.631443 -1.12097e-05 -1.1818e-05
7.71219 0.631265 5.20019e-05 4.72594e-05
7.76303 0.630553 -1.04056e-05 1.12468e-06
7.81389 0.630381 1.55713e-05 -1.02367e-05
7.86476 0.629645 -4.35809e-06 -1.6599e-05
7.91564 0.629746 -2.25934e-05 8.10124e-06
7.96654 0.628985 1.18407e-05 9.02872e-06
8.01744 0.628865 2.73974e-05 1.60437e-05
8.06835 0.627948 1.16324e-05 2.78878e-05
8.11927 0.627891 8.65942e-07 -1.89222e-05
8.1702 0.62692 -4.02767e-06 2.26143e-05
8.22114 0.627023 2.40907e-05 1.15023e-05
8.27209 0.626214 -4.29379e-06 -1.40715e-05
8.32305 0.626617 -9.07249e-06 -1.24233e-05
8.37401 0.625567 2.05691e-05 3.21447e-05
8.42499 0.625545 -6.93672e-06 1.12021e-05
8.47597 0.624818 -1.2934e-05 -2.03172e-06
8.52696 0.624645 2.99666e-05 -2.10567e-05
8.57797 0.623987 2.61848e-06 1.73538e-05
8.62897 0.623752 -3.49469e-06 3.5907e-06
8.67999 0.623038 -2.34122e-05 -5.21894e-06
8.73102 0.622749 2.35835e-05 -1.72865e-05
8.78205 0.622162 3.02433e-07 3.00411e-05
8.83309 0.621966 -1.93561e-06 -1.94784e-05
8.88414 0.621271 -3.44459e-06 2.83416e-06
8.9352 0.621381 -1.09215e-05 9.45886e-06
8.98626 0.620075 -6.54843e-06 -4.62365e-05
9.03733 0.620303 -2.35393e-06 4.83635e-05
9.08842 0.619269 1.60097e-05 4.9278e-06
9.1395 0.619255 -2.23574e-05 -2.26047e-05
9.1906 0.618664 -4.09317e-06 -8.4811e-06
9.2417 0.618364 -5.31799e-06 6.52825e-06
9.29282 0.617717 1.12151e-05 -3.67274e-06
9.34393 0.617605 -8.50522e-06 -5.21951e-06
9.39506 0.616809 -1.38863e-05 4.20822e-07
9.4462 0.616982 -8.90808e-06 -2.03874e-05
9.49734 0.616346 8.82226e-06 -4.81453e-07
9.54849 0.616139 -5.17806e-06 -1.52781e-05
9.59964 0.615655 -2.54836e-06 1.33666e-05
9.65081 0.615454 -1.47308e-05 -9.62732e-06
9.70198 0.615023 -7.3383e-06 -1.95291e-05
9.75316 0.614843 -1.90094e-05 1.41046e-05
9.80434 0.614289 1.57441e-05 -4.53628e-06
9.85554 0.614254 -2.6264e-05 -2.48868e-05
9.90674 0.613593 -5.27032e-06 -4.41653e-06
9.95795 0.613518 4.84904e-06 1.32027e-05
10.0092 0.612998 1.02782e-05 -1.82575e-05
10.0604 0.61287 -1.18902e-05 4.60094e-06
10.1116 0.612157 -1.07957e-05 -3.19386e-05
10.1628 0.612269 -1.46285e-05 3.05862e-05
10.2141 0.611499 2.33702e-05 -4.96653e-06
10.2653 0.611606 -1.89989e-05 -4.94919e-05
10.3166 0.610762 -4.61895e-06 4.53414e-05
10.3679 0.610668 -9.80716e-06 -3.63304e-05
10.4191 0.610092 4.2345e-06 -5.76982e-06
10.4704 0.61002 -1.71496e-06 2.75334e-06
