0.0759776	0.490312
0.0767215	0.490284
0.0763121	0.488793
0.0764361	0.489078
0.0761964	0.590627
0.0744047	0.58853
0.0698281	0.587909
0.0736282	0.584418
0.0776189	0.61073
0.0763847	0.614067
0.0772607	0.608126
0.0768149	0.610043
0.0790852	0.605075
0.0699658	0.609917
0.0842983	0.609361
0.0759144	0.612067
0.075495	0.604263
0.079893	0.467752
0.0840503	0.476586
0.0833468	0.476566
0.0731542	0.485994
0.0851359	0.476236
0.0811485	0.478759
0.0834671	0.476416
0.0836377	0.476386
0.0837135	0.476361
0.083785	0.476567
0.0741771	0.490457
0.0899055	0.47555
0.08948	0.47452
0.0856493	0.475958
0.0859037	0.475773
0.0864766	0.475567
0.0869056	0.475706
0.086256	0.476016
0.0778678	0.488425
0.0760046	0.488773
0.0861917	0.475591
0.086386	0.475799
0.0865416	0.475854
0.0867766	0.47591
0.0867702	0.476137
0.0863773	0.476169
0.0851062	0.476549
0.0847791	0.476548
0.084465	0.476602
0.0844734	0.476923
0.084763	0.476863
0.0843255	0.477634
0.0840082	0.476966
0.0873145	0.476467
0.0861026	0.476483
0.0859067	0.476304
0.0856639	0.477468
0.0852521	0.476732
0.0746105	0.483803
0.0746991	0.484144
0.0743666	0.484226
0.0861176	0.475919
0.0743443	0.484063
0.0764308	0.484541
0.0749731	0.485766
0.0741654	0.484311
0.0747209	0.483976
0.086976	0.484114
0.0896016	0.474689
0.0759079	0.489585
0.07658	0.490993
0.0760139	0.491205
0.0824054	0.483513
0.0798826	0.482011
0.0767658	0.490441
0.0764097	0.490371
0.0764521	0.490527
0.0764948	0.490682
0.0765381	0.490837
0.0768266	0.490963
0.0773735	0.490368
0.0768223	0.490756
0.0770276	0.490861
0.0653804	0.535993
0.0658513	0.532384
0.0691408	0.529765
0.0705548	0.52349
0.060514	0.531805
0.0631343	0.533218
0.0664906	0.533234
0.0633657	0.533721
0.0610679	0.532861
0.0604339	0.531615
0.0741425	0.520928
0.0707391	0.524066
0.0620285	0.530932
0.0623476	0.524262
0.0661144	0.53417
0.0649395	0.536831
0.06655	0.533098
0.0660803	0.532954
0.0661179	0.53315
0.0657628	0.533267
0.0874875	0.564097
0.0941984	0.566465
0.0876523	0.565681
0.0923167	0.565351
0.090422	0.564308
0.0878559	0.567935
0.0911314	0.567548
0.0665022	0.533038
0.0660027	0.53409
0.0637558	0.533244
0.0634516	0.532345
0.0647902	0.534947
0.0652599	0.530185
0.0672916	0.532882
0.074158	0.514306
0.064901	0.531184
0.0624162	0.532662
0.0623809	0.532531
0.062083	0.532353
0.0622847	0.532339
0.0608665	0.533055
0.0607641	0.532974
0.0613502	0.5321
0.0613331	0.532366
0.0611709	0.532568
0.0610253	0.533121
0.0638726	0.534256
0.0634858	0.534556
0.0620701	0.532655
0.106235	0.578802
0.0839904	0.578159
0.0848059	0.578342
0.0618521	0.532237
0.0608913	0.53241
0.0609429	0.532714
0.0662517	0.533709
0.0654888	0.533174
0.0656986	0.533036
0.0657346	0.53279
0.0842529	0.578579
0.0840032	0.579432
0.0844747	0.576774
0.0663803	0.532848
0.0658922	0.533397
0.0657887	0.53366
0.0660547	0.53357
0.0653249	0.534236
0.0667239	0.53307
0.0669339	0.535363
0.0652891	0.53304
0.0661529	0.532777
0.0835935	0.57703
0.0842102	0.576377
0.0826959	0.575859
0.0665945	0.534164
0.0660187	0.533831
0.06669	0.533269
0.0665881	0.533513
0.0665158	0.537751
0.0661989	0.536111
0.0719747	0.520695
