% tn | Cd_x | Cd_y
0.0625 20.8903 -0.0691466
0.108645 11.4656 -0.0138013
0.147988 6.38237 0.0258529
0.183965 3.52882 0.0305024
0.218721 2.00742 0.023651
0.253354 1.40238 0.00968692
0.288365 1.17406 0.00152346
0.323926 1.0829 -0.00252685
0.360062 0.199952 -0.0029715
0.396978 1.40125 -0.00363103
0.433666 1.05543 -0.00313325
0.470302 1.04694 -0.00264159
0.506933 1.03897 -0.00249088
0.543596 1.04245 -0.00246987
0.580317 1.03182 -0.00259603
0.617085 1.05751 -0.00301632
0.653872 0.992762 -0.00325012
0.690667 1.05637 -0.00322389
0.727478 1.05165 -0.00334681
0.764307 1.06305 -0.00348112
0.801167 1.07416 -0.00357703
0.838073 1.08389 -0.00362577
0.875043 1.09374 -0.00369109
0.912093 1.10479 -0.00380723
0.949239 1.07035 -0.00392814
0.98649 1.12552 -0.00380416
1.02386 1.12085 -0.00398894
1.06135 1.12986 -0.00429408
1.09897 1.13175 -0.00401804
1.13672 1.14156 -0.00436868
1.1746 1.14664 -0.00424655
1.2126 1.15485 -0.00437856
1.25074 1.12261 -0.00429203
1.289 1.19402 -0.00442507
1.32738 1.18578 -0.00460558
1.36587 1.18662 -0.00444399
1.40448 1.19318 -0.00465492
1.44318 1.19457 -0.00455081
1.48199 1.19824 -0.00469661
1.5209 1.20004 -0.00464853
1.55991 1.18054 -0.00481396
1.599 1.20084 -0.00474705
1.63818 1.19237 -0.00478997
1.67745 1.19347 -0.00473094
1.71681 1.19251 -0.00481513
1.75625 1.19116 -0.00479821
1.79577 1.18944 -0.00482043
1.83536 1.18819 -0.00485869
1.87504 1.16212 -0.00493403
1.91478 1.21734 -0.00491221
1.95459 1.20233 -0.00481942
1.99447 1.19848 -0.00486008
2.03441 1.19487 -0.00481689
2.07442 1.19219 -0.00481508
2.1145 1.18958 -0.0047987
2.15465 1.18607 -0.00476536
2.19486 1.17511 -0.00508603
2.23514 1.18479 -0.00467858
2.27548 1.17526 -0.00475204
2.31589 1.17204 -0.00451539
2.35637 1.16763 -0.00469233
2.3969 1.16362 -0.00453018
2.4375 1.15981 -0.0045344
2.47816 1.15601 -0.0045433
2.51889 1.13601 -0.00443228
2.55968 1.15576 -0.00446624
2.60053 1.14568 -0.00432202
2.64144 1.14095 -0.00429675
2.68241 1.13691 -0.00421329
2.72344 1.13373 -0.00414839
2.76453 1.1291 -0.00287095
2.80568 1.12351 -0.00316043
2.84689 1.10314 -0.00353004
2.88808 1.12332 -0.00459379
2.92931 1.11045 -0.00448813
2.97061 1.10898 -0.00453889
3.01198 1.1038 -0.0043132
3.05341 1.10035 -0.00431246
3.0949 1.09632 -0.00430762
3.13647 1.09336 -0.00429076
3.17809 1.0783 -0.0045426
3.21978 1.09667 -0.00246531
3.26154 1.08617 -0.00176446
3.30336 1.0824 -0.0016985
3.34524 1.08018 -0.00165039
3.38719 1.07661 -0.00138513
3.4292 1.074 -0.00125332
3.47127 1.07137 -0.000812647
3.51341 1.07007 0.00323133
3.55561 1.07517 -0.00340957
3.59787 1.06951 -0.00205618
3.64019 1.06842 -0.00131745
3.68257 1.0664 -0.00108807
3.725 1.06311 -0.000987322
3.76748 1.06027 -0.000879194
3.81001 1.0578 -0.000816565
3.85259 1.05005 -0.00478748
3.89521 1.0566 0.00177408
3.93788 1.04972 -0.000862379
3.98059 1.04875 -0.000626665
4.02335 1.0464 -0.000521127
4.06616 1.04457 -0.000398276
4.10903 1.04252 -0.000308706
4.15195 1.04056 -0.000171841
4.19492 1.03396 3.13699e-05
4.23795 1.03265 9.1057e-05
4.28104 1.03066 0.000279967
4.32418 1.03016 0.000399963
4.36736 1.02837 0.000567228
4.41059 1.02619 0.000739765
4.45386 1.02506 0.000899693
4.49717 1.02335 0.00108192
4.54051 1.01648 0.00117374
4.58389 1.01138 0.00143133
4.62732 1.00837 0.00160594
4.67078 1.0118 0.00182008
4.71428 1.01052 0.00196422
4.75781 1.00841 0.00216154
4.80139 1.00623 0.00233677
4.845 1.00463 0.00249908
4.88866 0.961999 0.00273609
4.93237 1.03121 0.00285593
4.97612 1.01699 0.00314322
5.0199 1.0182 0.0032531
5.06371 1.01806 0.00347766
5.10754 1.01735 0.00368706
5.1514 1.01688 0.00386269
5.19527 1.01605 0.00405615
5.23916 1.01519 0.00425519
5.28305 1.01208 0.00436266
5.32695 1.01513 0.00458355
5.37084 1.01296 0.00488894
5.41474 1.01217 0.0049496
5.45862 1.01 0.00521712
5.5025 1.00852 0.00534683
5.54636 1.00615 0.00553868
5.59021 0.997659 0.00566395
5.63405 0.94584 0.00606472
5.67785 0.952648 0.00606839
5.72161 0.962548 0.0061089
5.76529 0.957218 0.00650089
5.80892 0.961539 0.00643128
5.85251 0.959014 0.0067241
5.89608 0.958779 0.00679976
5.93963 0.963546 0.00736533
5.98306 0.974108 0.00713537
6.02648 0.957455 0.00729963
6.06994 0.95366 0.00719436
6.11347 0.948171 0.00758813
6.15708 0.946399 0.00749482
6.20076 0.943599 0.00779052
6.24451 0.94205 0.00782429
6.28824 0.892039 0.0076449
6.33194 0.959108 0.00840985
6.37561 0.939035 0.00835594
6.41925 0.936135 0.00820116
6.46287 0.933619 0.00841035
6.50645 0.930872 0.00854588
6.55001 0.929217 0.00862836
6.59354 0.926983 0.00874261
6.63704 0.911314 0.00917793
6.68048 0.931938 0.0100565
6.72388 0.924469 0.00930353
6.76723 0.923205 0.00963152
6.81053 0.921811 0.00984717
6.8538 0.920236 0.00991589
6.89705 0.919328 0.00999909
6.94029 0.918238 0.0100646
6.98353 0.912787 0.009702
7.02677 0.917002 0.00903836
7.07001 0.912923 0.0100277
7.11325 0.912442 0.00966213
7.1565 0.912019 0.0094941
7.19975 0.911356 0.00948007
7.24303 0.910874 0.00938658
7.28635 0.910391 0.00936048
7.32972 0.907813 0.009214
7.3733 0.911236 0.0090479
7.41689 0.907337 0.00862257
7.46048 0.90813 0.00872081
7.5041 0.907842 0.00874616
7.54774 0.907224 0.00862168
7.59142 0.906949 0.00844947
7.63512 0.906538 0.00829868
7.67885 0.912372 0.00896026
7.72259 0.90378 0.00786807
7.76634 0.905797 0.00772375
7.81011 0.90535 0.00783404
7.85388 0.904593 0.0076242
7.89765 0.903922 0.00740917
7.94142 0.903273 0.00722581
7.98519 0.902701 0.00699032
8.02895 0.905485 0.00627224
8.07271 0.901058 0.00670429
8.11646 0.901031 0.00631595
8.1602 0.900494 0.00596117
8.20393 0.89969 0.00571904
8.24767 0.898835 0.00544716
8.29139 0.898032 0.00514294
8.33512 0.897262 0.00488773
8.37884 0.893812 0.00449244
8.42255 0.899129 0.00444955
8.46627 0.896428 0.00371375
8.50998 0.895828 0.00351591
8.55369 0.895138 0.00325253
8.5974 0.894416 0.00295566
8.64111 0.893812 0.00260445
8.68483 0.893166 0.00225016
8.72855 0.890111 0.00228418
8.77228 0.89278 0.00164196
8.81601 0.891271 0.00114196
8.85974 0.890556 0.00080289
8.90349 0.889863 0.000360578
8.94723 0.889183 -3.05227e-05
8.99099 0.888517 -0.000437711
9.03475 0.88783 -0.000831602
9.07852 0.886171 -0.00150264
9.1223 0.887694 -0.00133026
9.16609 0.886129 -0.00210797
9.2099 0.88537 -0.00250166
9.25371 0.884757 -0.00288281
9.29751 0.88415 -0.00325062
9.34131 0.883529 -0.00370719
9.38509 0.88289 -0.00411332
9.42886 0.880208 -0.00427383
9.47263 0.883104 -0.00498466
9.51639 0.88213 -0.00551638
9.56014 0.881271 -0.00580879
9.60388 0.880664 -0.00624838
9.64762 0.880141 -0.00662203
9.69134 0.879593 -0.00704427
9.73506 0.879051 -0.00744641
9.77878 0.87983 -0.00755153
9.82249 0.876871 -0.00825288
9.8662 0.876366 -0.00900813
9.9099 0.875856 -0.00909409
9.9536 0.875335 -0.0094603
9.9973 0.874728 -0.00985999
10.041 0.874239 -0.0102655
10.0847 0.873632 -0.0106572
10.1284 0.873723 -0.0113587
10.1721 0.872224 -0.0112797
10.2158 0.87197 -0.0116492
10.2594 0.871399 -0.0119478
10.3031 0.870922 -0.0124428
10.3468 0.870322 -0.0127032
10.3905 0.869809 -0.0130209
10.4342 0.869259 -0.0133076
10.4779 0.868438 -0.0135242
10.5216 0.868485 -0.0140329
10.5653 0.86805 -0.0141064
10.609 0.867507 -0.0143972
10.6527 0.866977 -0.0146518
10.6964 0.86646 -0.0148794
10.7401 0.865994 -0.0150857
10.7838 0.865515 -0.0152964
10.8275 0.865323 -0.0153565
10.8713 0.864245 -0.0155115
10.915 0.86371 -0.0157004
10.9588 0.863204 -0.0157778
11.0025 0.862684 -0.0158679
11.0463 0.86221 -0.0159419
11.0901 0.861711 -0.0159901
11.1339 0.861249 -0.0160215
11.1777 0.859452 -0.0155959
11.2215 0.861713 -0.0156505
11.2653 0.856763 -0.0156055
11.3091 0.85951 -0.0155465
11.353 0.857259 -0.0154871
11.3969 0.857884 -0.0153543
11.4407 0.856899 -0.0152171
11.4846 0.85688 -0.0150334
11.5285 0.856269 -0.014881
11.5723 0.855969 -0.0144727
11.6162 0.855397 -0.0141868
11.6601 0.855063 -0.013951
11.7039 0.854612 -0.0136438
11.7478 0.854165 -0.0133186
11.7917 0.853722 -0.0129459
11.8356 0.853309 -0.0125966
11.8794 0.852987 -0.0122015
11.9233 0.852382 -0.0117556
11.9672 0.851891 -0.011301
12.0111 0.851479 -0.0108307
12.055 0.851039 -0.0103473
12.0989 0.850608 -0.0098297
12.1428 0.850173 -0.00928518
12.1867 0.849764 -0.00872113
12.2305 0.848532 -0.0086267
12.2744 0.848697 -0.00843438
12.3182 0.848323 -0.00757574
12.3621 0.848026 -0.00690698
12.4059 0.847455 -0.00619065
12.4497 0.847114 -0.00554495
12.4935 0.846622 -0.00483146
12.5373 0.846223 -0.004131
12.581 0.845898 -0.00341461
12.6248 0.845396 -0.00261005
12.6685 0.844892 -0.00177228
12.7122 0.844499 -0.00103764
12.7559 0.844069 -0.000223275
12.7996 0.843668 0.000602182
12.8433 0.843251 0.00142956
12.887 0.842827 0.00228089
12.9307 0.842195 0.00315099
12.9743 0.842149 0.00406302
13.018 0.841792 0.00491555
13.0616 0.841343 0.00584626
13.1052 0.840924 0.00676045
13.1489 0.840524 0.00770688
13.1925 0.840141 0.00865566
13.2361 0.839741 0.00960063
13.2797 0.839514 0.0105465
13.3233 0.83909 0.0115131
13.3669 0.838617 0.0124788
13.4105 0.838277 0.0134661
13.4541 0.837936 0.0144453
13.4977 0.837582 0.0154466
13.5413 0.837216 0.0164102
13.5849 0.836843 0.0173987
13.6284 0.835831 0.0179043
13.672 0.83653 0.0192702
13.7156 0.835921 0.0202379
13.7592 0.835625 0.0210934
13.8028 0.83529 0.0220697
13.8463 0.834998 0.0229925
13.8899 0.834627 0.0239715
13.9335 0.834294 0.0249002
13.9771 0.834086 0.0264318
14.0207 0.833697 0.0273437
14.0643 0.834194 0.0282266
