% num_local_points | num_send_points | num_send_procs | num_recv_points | num_recv_procs 
  37461 	  711772 	  351 	  422608 	  248 
  37461 	  711773 	  225 	  879938 	  194 
  37461 	  711772 	  243 	  981992 	  234 
  37461 	  711773 	  167 	 1012652 	  503 
  37461 	  711772 	  415 	  355536 	  206 
  37461 	  711773 	  329 	  824570 	  321 
  37461 	  711772 	  424 	  682979 	   82 
  37461 	  711773 	  218 	  700468 	  202 
  37461 	  711773 	  203 	  976645 	  360 
  37461 	  711772 	  313 	  482736 	  261 
  37461 	  711773 	  225 	  515283 	  289 
  37461 	  711772 	  201 	 1101872 	  344 
  37461 	  711773 	  342 	  554941 	  105 
  37461 	  711772 	  276 	  806939 	  161 
  37461 	  711773 	  232 	  704414 	  162 
  37461 	  711772 	  230 	  700664 	  311 
  37461 	  711773 	  268 	  573260 	  248 
  37461 	  711773 	  255 	  680657 	  282 
  37461 	  711772 	  226 	  868833 	  283 
  37461 	  711773 	  268 	  714019 	  103 
  37461 	  711772 	  227 	 1060772 	  272 
  37461 	  711773 	  382 	  465448 	  177 
  37461 	  711772 	  372 	  675300 	  129 
  37461 	  711773 	  152 	  874399 	  398 
  37461 	  711772 	  270 	  703321 	  117 
  37461 	  711773 	  324 	 1019178 	   71 
  37461 	  711773 	  314 	  656669 	   90 
  37461 	  711772 	  300 	  695029 	  180 
  37461 	  711773 	  199 	  782788 	  324 
  37461 	  711772 	  179 	  533850 	  489 
  37461 	  711773 	  329 	  627286 	  336 
  37461 	  711772 	  252 	  750054 	  313 
  37461 	  711773 	  213 	  856122 	  353 
  37461 	  711772 	  302 	  723713 	  235 
  37461 	  711773 	  272 	  700315 	  141 
  37461 	  711773 	  247 	  836110 	  355 
  37461 	  711772 	  252 	  555183 	  386 
  37461 	  711773 	  266 	  587223 	  255 
  37461 	  711772 	  336 	  572659 	  259 
  37461 	  711773 	  335 	  473882 	  233 
  37461 	  711772 	  324 	  616718 	  744 
  37461 	  711773 	  383 	  726616 	  647 
  37461 	  711772 	  417 	  439806 	  475 
  37461 	  711773 	  428 	  724250 	  386 
  37461 	  711773 	  280 	  808021 	  289 
  37461 	  711772 	  294 	  669389 	  275 
  37461 	  711773 	  238 	  666612 	  463 
  37461 	  711772 	  379 	  613213 	  338 
  37461 	  711773 	  276 	 1057495 	  419 
  37461 	  711772 	  462 	  470862 	  179 
  37461 	  711773 	  356 	  646411 	  818 
  37461 	  711772 	  172 	  674340 	  521 
  37461 	  711773 	  338 	  526842 	   99 
  37461 	  711773 	  250 	  746231 	  198 
  37461 	  711772 	  192 	  664699 	  404 
  37461 	  711773 	  227 	  669106 	  209 
  37461 	  711772 	  257 	  735670 	  164 
  37461 	  711773 	  324 	  744222 	  134 
  37461 	  711772 	  217 	  863230 	  263 
  37461 	  711773 	  256 	  545754 	  158 
  37461 	  711772 	  203 	  747446 	  416 
  37461 	  711773 	  357 	  699607 	  144 
  37461 	  711773 	  304 	 1064311 	  146 
  37461 	  711772 	  433 	  907364 	   68 
  37461 	  711773 	  260 	  917606 	  205 
  37461 	  711772 	  272 	  684356 	  308 
  37461 	  711773 	  265 	  729065 	  221 
  37461 	  711772 	  411 	  561483 	  229 
  37461 	  711773 	  280 	  718713 	  349 
  37461 	  711772 	  264 	  617168 	  370 
  37461 	  711773 	  240 	  755765 	  339 
  37461 	  711773 	  309 	  650427 	   79 
  37461 	  711772 	  264 	  868864 	   83 
  37461 	  711773 	  275 	  785957 	  104 
  37461 	  711772 	  218 	  833965 	  209 
  37461 	  711773 	  209 	  766874 	  230 
  37461 	  711772 	  331 	  456191 	  166 
  37461 	  711773 	  248 	  796534 	  163 
  37461 	  711772 	  279 	  983835 	  189 
  37461 	  711773 	  311 	  438480 	  192 
  37461 	  711773 	  306 	  926711 	  165 
  37461 	  711772 	  340 	  819085 	  125 
  37461 	  711773 	  249 	  841281 	  293 
  37461 	  711772 	  302 	  583567 	  251 
  37461 	  711773 	  203 	  637552 	  358 
  37461 	  711772 	  234 	  835098 	  356 
  37461 	  711773 	  271 	  597324 	  156 
  37461 	  711772 	  324 	  821067 	  147 
  37461 	  711773 	  336 	  718921 	  169 
  37461 	  711773 	  216 	  862376 	  278 
  37461 	  711772 	  407 	  778626 	   95 
  37461 	  711773 	  253 	  742305 	  435 
  37461 	  711772 	  238 	  509935 	  496 
  37461 	  711773 	  257 	  657980 	  317 
  37461 	  711772 	  306 	  665397 	  279 
  37461 	  711773 	  395 	  779860 	  281 
  37461 	  711772 	  335 	  656140 	  349 
  37461 	  711773 	  391 	  756573 	  886 
  37461 	  711773 	  517 	  356112 	  345 
  37461 	  711772 	  393 	  762826 	  609 
  37461 	  711773 	  350 	  536312 	  323 
  37461 	  711772 	  357 	  720243 	  390 
  37461 	  711773 	  426 	  644563 	  206 
  37461 	  711772 	  395 	  646125 	  304 
